"Gene","Module"
"CRABP2","turquoise"
"SHMT2","tan"
"ZNF33A","brown"
"METTL13","purple"
"RGS9","darkred"
"RPL18A","yellow"
"IL2RG","turquoise"
"ALB","grey"
"MOXD1","blue"
"RAB5C","green"
"CHRNB4","turquoise"
"DVL1","red"
"CFHR3","turquoise"
"RBPJ","grey60"
"METAP1D","turquoise"
"RAPGEFL1","brown"
"CALCA","brown"
"LMAN2L","brown"
"PLB1","greenyellow"
"FBXO10","darkgrey"
"PLK5","darkgreen"
"TMEM92","grey60"
"LHFPL3","violet"
"SLC1A1","lightcyan1"
"KAAG1","turquoise"
"NPR1","purple"
"DEAF1","green"
"EHHADH","skyblue"
"VAMP2","darkred"
"RP11-650K20.3","green"
"TARSL2","turquoise"
"PIANP","greenyellow"
"FAM122A","blue"
"ARHGEF25","cyan"
"PHF21A","green"
"HIC2","cyan"
"DERA","orange"
"NCF2","red"
"ASIC2","turquoise"
"KLK2","midnightblue"
"CCNF","lightgreen"
"DNM1L","lightcyan"
"GRIPAP1","yellowgreen"
"TBL3","salmon"
"KRT33A","pink"
"HRK","darkred"
"RABL6","plum2"
"MTL5","darkgrey"
"FBXO40","grey"
"ACPL2","salmon"
"FBXO8","pink"
"ZNF518B","purple"
"CILP2","turquoise"
"RIN1","green"
"ZNF446","salmon"
"TPCN1","midnightblue"
"BRD3","pink"
"CCDC104","brown"
"SCN4B","floralwhite"
"AMBP","green"
"FKBP11","brown"
"PRG2","grey"
"IL16","black"
"ZNF483","cyan"
"HAPLN4","turquoise"
"RUFY3","darkolivegreen"
"STX19","blue"
"CMA1","grey"
"PJA1","brown"
"SLC16A5","red"
"NLGN3","orange"
"RASGEF1C","turquoise"
"POMZP3","lightpink4"
"SPATA2","grey"
"EGR2","cyan"
"GBX2","sienna3"
"CMTM1","grey60"
"TTC27","red"
"ADCY4","brown"
"MCIDAS","green"
"DISC1","cyan"
"RPS18","turquoise"
"LMTK2","turquoise"
"FLJ00418","turquoise"
"DDX19B","darkgreen"
"ZDHHC18","cyan"
"CPB1","yellow"
"UROS","turquoise"
"CCDC8","lightcyan"
"SGIP1","greenyellow"
"TRIM41","pink"
"TMEM161B","lightyellow"
"GSPT1","brown"
"ZNF134","greenyellow"
"SH3TC1","lightyellow"
"POP1","royalblue"
"SNRNP40","lightgreen"
"C1QL1","black"
"GPD1L","yellowgreen"
"HTR6","palevioletred3"
"POLR3A","turquoise"
"CTSK","darkred"
"TMEM185A","white"
"TMPRSS3","blue"
"FBXO25","green"
"OVCH1-AS1","grey"
"SDR9C7","tan"
"WDR4","turquoise"
"ZNF497","cyan"
"HIST1H3B","grey"
"DENND2D","turquoise"
"LY6D","pink"
"SLC23A3","greenyellow"
"RFPL2","darkslateblue"
"TMEM132E","grey"
"IER3","floralwhite"
"ITLN1","grey"
"BHLHE40","brown"
"FAHD1","lightyellow"
"ZNF608","cyan"
"PURA","yellow"
"BMF","cyan"
"ANXA8L1","magenta"
"DDTL","grey60"
"STK32B","darkgrey"
"NAA38","yellow"
"OR52B6","grey"
"CBX4","purple"
"MEF2B","greenyellow"
"HYLS1","black"
"MPO","turquoise"
"MT1B","grey"
"EFNA3","cyan"
"PLEKHM3","green"
"DDX21","blue"
"MARCH8","violet"
"POLK","saddlebrown"
"RGPD4","grey"
"ID4","lightcyan"
"ZDHHC12","grey"
"SLC9A3R2","skyblue3"
"RP11-210M15.2","magenta"
"EFNB3","lightcyan"
"ATRN","turquoise"
"TIPIN","salmon"
"RARS","plum2"
"NDUFA4L2","darkmagenta"
"TSC22D3","lightcyan1"
"CCDC17","blue"
"DLC1","darkmagenta"
"SND1","cyan"
"FAM188B2","grey"
"ATP2C2","turquoise"
"BAG6","blue"
"FGL1","midnightblue"
"MAPKAPK3","green"
"CCDC28A","blue"
"ST8SIA4","tan"
"DDX60L","brown"
"PSRC1","lightgreen"
"CISD3","pink"
"PDGFD","greenyellow"
"ELF2","magenta"
"TSACC","yellow"
"DRAXIN","turquoise"
"PPM1F","black"
"RPL35A","darkolivegreen"
"KIF2C","lightgreen"
"KCNK6","royalblue"
"TTC39B","blue"
"CTAGE1","grey"
"SLC4A10","turquoise"
"GSTM4","turquoise"
"HYI","turquoise"
"JAGN1","pink"
"CD5","darkorange"
"PAXIP1-AS2","purple"
"WARS2","purple"
"FAXDC2","green"
"EHD1","green"
"GPR75","paleturquoise"
"CD300LF","darkorange"
"NR1H2","paleturquoise"
"SERPINC1","grey"
"NXF1","darkgreen"
"EMC1","darkred"
"AGTRAP","blue"
"MEMO1","black"
"VAMP5","turquoise"
"SDC4","midnightblue"
"RFWD3","turquoise"
"PAGR1","salmon"
"GAS2L3","green"
"HAS1","greenyellow"
"AC040977.1","darkturquoise"
"PRR5","green"
"METRN","purple"
"SLC30A6","skyblue3"
"EREG","yellow"
"UBE2C","royalblue"
"TOPAZ1","midnightblue"
"HOXB2","red"
"TLR4","grey"
"HK1","brown"
"GPSM3","turquoise"
"ABHD2","salmon"
"VNN3","brown"
"NFASC","pink"
"NR3C2","blue"
"UBXN10","blue"
"SPNS1","midnightblue"
"PMPCA","turquoise"
"GPR111","turquoise"
"HSPA2","brown"
"RPS27","blue"
"SLC7A6","blue"
"KIF15","lightgreen"
"PPP1R17","navajowhite2"
"PRKAB2","black"
"ZNF428","lightcyan1"
"COPS2","saddlebrown"
"CTAGE6","red"
"DECR2","greenyellow"
"LRFN5","darkgrey"
"ULBP1","turquoise"
"DFNB59","salmon"
"OSBPL5","darkred"
"IFT140","black"
"ANKRD49","yellow"
"IQCF3","grey"
"AP000679.2","navajowhite2"
"POLA2","lightgreen"
"IMPAD1","turquoise"
"RASAL1","red"
"TMEM218","purple"
"BLCAP","turquoise"
"ANKRD40","darkolivegreen"
"SRRT","cyan"
"ZNF184","paleturquoise"
"RPS6KA4","green"
"CTC-236F12.4","turquoise"
"ZNF154","paleturquoise"
"SRF","magenta"
"CD79B","yellow"
"RPA4","yellowgreen"
"STMN1","lightgreen"
"NKAIN1","midnightblue"
"SSX2IP","darkturquoise"
"CLTA","pink"
"MOV10L1","blue"
"SIPA1","lightcyan1"
"ENDOU","magenta"
"C12orf45","black"
"ADAM28","yellow"
"COG3","red"
"HEPH","tan"
"ITK","grey"
"PLEKHG7","turquoise"
"ARHGAP35","brown"
"SEMA4B","paleturquoise"
"CDO1","tan"
"SLC22A15","grey60"
"DIO2","pink"
"CRAMP1L","brown"
"AL121963.1","grey"
"NID1","paleturquoise"
"DCTPP1","brown"
"MAGEB6","tan"
"HNRNPH3","lightgreen"
"CTB-186H2.3","honeydew1"
"RPL36AL","magenta"
"COPE","yellow"
"AL627171.2","purple"
"XYLT2","midnightblue"
"NOL11","salmon"
"TCTN2","yellowgreen"
"HP1BP3","magenta"
"EMX1","magenta"
"PRPF38B","violet"
"TREH","grey60"
"KIAA0232","brown"
"ILDR1","turquoise"
"NPR2","brown4"
"NOL6","turquoise"
"INO80D","salmon"
"PRSS54","red"
"SMIM15","turquoise"
"NLRP4","cyan"
"SLC2A9","red"
"FOXR2","plum1"
"CDH11","magenta"
"FXR2","darkslateblue"
"FAM135A","white"
"IGFLR1","lightyellow"
"ITPRIPL1","turquoise"
"CNIH1","brown"
"H2AFX","lightgreen"
"POR","green"
"COPB1","turquoise"
"STAT2","brown"
"GABRA2","magenta"
"ZNF843","black"
"FNBP4","lightcyan"
"ANO8","salmon"
"CPSF3L","turquoise"
"ZFAND2B","yellow"
"GGT6","blue"
"TYSND1","yellow"
"MMP13","greenyellow"
"FEN1","lightgreen"
"DNAJC18","orange"
"HOXC9","floralwhite"
"FAM21C","darkturquoise"
"SPTLC1","pink"
"KIF3A","green"
"MAGEA2","midnightblue"
"C1orf122","bisque4"
"GOLGA6D","grey"
"S100Z","yellow"
"GSTA2","magenta"
"UGT2B15","yellow"
"RP11-181C3.1","black"
"PARP8","pink"
"GUCD1","lightyellow"
"HOXC13","floralwhite"
"LPAR1","skyblue3"
"PGM2L1","orange"
"CAMK4","royalblue"
"EPPK1","turquoise"
"CD2","darkorange"
"NPTXR","turquoise"
"NFX1","turquoise"
"KALRN","greenyellow"
"CERS1","darkgreen"
"SNTG2","grey"
"OSR1","midnightblue"
"TMEM189","yellow"
"MYCBP2","green"
"MT-ND2","grey"
"TM2D1","brown"
"ATP5J","steelblue"
"KIAA1598","skyblue"
"MSMP","turquoise"
"SH2D2A","tan"
"FUZ","black"
"FBXO46","greenyellow"
"MPPED2","darkred"
"AC073333.1","grey"
"RECQL","black"
"VSX2","blue"
"CTAGE5","grey"
"GLOD5","tan"
"SLC14A2","turquoise"
"UTRN","red"
"TMEM54","green"
"PRPF4B","turquoise"
"NHLH1","green"
"C11orf30","red"
"ZNF343","darkgrey"
"OR2AG2","grey"
"SPRED1","greenyellow"
"CNOT11","turquoise"
"SLC5A6","midnightblue"
"RAVER1","greenyellow"
"B4GALT2","brown"
"WASH4P","tan"
"C11orf52","blue"
"PAQR4","blue"
"MLC1","tan"
"LYL1","yellow"
"SPATS2","paleturquoise"
"EML6","midnightblue"
"TANGO2","brown"
"SRPX2","yellow"
"IRF5","red"
"SNAPIN","purple"
"TIMM13","black"
"KLC3","purple"
"ZNF57","turquoise"
"PKDREJ","darkmagenta"
"TMEM110","darkmagenta"
"GPBP1L1","steelblue"
"DOC2B","darkred"
"SNX18","red"
"BAALC","brown"
"MEIOB","green"
"CDC5L","steelblue"
"SMCO3","red"
"EMP1","turquoise"
"TXNRD1","brown"
"ARHGEF39","pink"
"AL133318.1","grey"
"CSNK1D","lightyellow"
"PRMT1","skyblue3"
"CCDC61","orange"
"BBOX1","darkturquoise"
"TRNAU1AP","darkred"
"VSIG4","darkorange"
"GCAT","lightcyan"
"LAMTOR3","darkturquoise"
"POGLUT1","turquoise"
"AGAP9","yellow"
"SOGA3","grey60"
"ZNHIT1","purple"
"BLOC1S2","red"
"ITGA7","greenyellow"
"MRI1","yellow"
"LMNB1","lightgreen"
"MLX","lightsteelblue1"
"C10orf67","greenyellow"
"C5orf24","lightgreen"
"HS6ST3","blue"
"KDELC2","green"
"CDKN1C","turquoise"
"BIN2","darkorange"
"SSR4","green"
"SPEN","lightsteelblue1"
"CGB7","cyan"
"CCDC37","blue"
"DCUN1D4","darkslateblue"
"AC021218.2","green"
"OR10AD1","yellow"
"CCDC54","grey"
"LSM5","lightyellow"
"GOLGA3","black"
"MEOX1","blue"
"MORF4L2","lightyellow"
"PHLDA1","salmon"
"SLITRK5","turquoise"
"ZNF281","purple"
"PAQR9","yellow"
"ANTXR2","brown"
"GALP","grey"
"ARL10","cyan"
"SERINC3","cyan"
"ACOT9","turquoise"
"GALK1","tan"
"MAD1L1","purple"
"ATP2B3","turquoise"
"RPS11","lightgreen"
"ANKRD23","black"
"MRPL52","yellow"
"HSPA14","black"
"ARPC5L","yellow"
"H1FX","darkolivegreen"
"AREL1","grey"
"LRRC37A3","purple"
"MAGED2","lightyellow"
"POPDC2","skyblue"
"PRED62","turquoise"
"SMUG1","black"
"RUSC1","turquoise"
"CT45A6","midnightblue"
"GAS6","black"
"SLC16A7","purple"
"ADCY8","pink"
"TCN1","turquoise"
"MAGEB16","tan"
"CDAN1","yellow"
"IL20","darkorange2"
"DXO","magenta"
"FCGBP","darkred"
"SLC25A53","white"
"SLC46A3","darkred"
"HOGA1","brown4"
"SERPINA11","blue"
"MIER1","red"
"SLC44A4","turquoise"
"TMEM217","greenyellow"
"SERPINB5","blue"
"RET","black"
"RARRES1","brown"
"GJC1","brown"
"IRF3","turquoise"
"CHRNA4","turquoise"
"ADAM21","magenta"
"HSPA6","bisque4"
"KLHDC2","darkturquoise"
"TUBB","salmon"
"MMAB","lightcyan"
"SSBP1","brown"
"RDM1","salmon"
"LTBP1","lightyellow"
"FAM72C","blue"
"ZNF575","red"
"SYDE1","turquoise"
"CBWD7","grey"
"CARD8","red"
"NDUFA10","yellow"
"MYCN","red"
"DOCK5","brown"
"HES4","skyblue"
"C10orf11","red"
"AL050302.1","magenta"
"GNG12","green"
"RBMXL1","red"
"RPS13","turquoise"
"AQP11","grey"
"RPL35","pink"
"FLNC","orange"
"RPS16","magenta"
"SNX29","lightcyan"
"SLC25A38","salmon"
"POLQ","lightgreen"
"CST9","palevioletred3"
"CLN3","turquoise"
"CNPPD1","darkturquoise"
"IP6K2","salmon"
"PSMC6","red"
"ZNF22","magenta"
"LEMD2","royalblue"
"TULP2","yellow"
"FRMPD3","brown"
"ZNF681","darkgrey"
"MRPS24","grey"
"MB","pink"
"IFNGR2","darkgrey"
"FAM92A1","green"
"KCNJ5","greenyellow"
"NCAN","turquoise"
"DNAH9","brown4"
"NKD1","cyan"
"MED29","magenta"
"ZNF576","greenyellow"
"FADD","black"
"SRR","turquoise"
"MTIF2","yellow"
"C6orf62","green"
"FAM198B","greenyellow"
"SYCE2","yellow"
"F5","yellow"
"IGSF22","turquoise"
"C5","grey60"
"ZG16B","violet"
"PTTG1IP","darkgreen"
"ASPHD1","grey60"
"RP11-527L4.2","grey"
"AMN1","blue"
"FAM27A","brown"
"TNFRSF10B","turquoise"
"NGEF","red"
"ZNF469","turquoise"
"TMPRSS12","pink"
"ZDHHC8","saddlebrown"
"WDR18","yellow"
"NMT1","brown"
"TPPP","cyan"
"RRAGB","yellowgreen"
"RPS23","brown"
"MLEC","red"
"ERMP1","salmon"
"RUNX1T1","floralwhite"
"SYF2","yellow"
"SYNGR4","darkgreen"
"ZNF555","darkmagenta"
"FAM230A","turquoise"
"MSANTD2","skyblue3"
"DSEL","lightcyan1"
"MDM4","blue"
"FBXL17","darkgreen"
"INSL4","pink"
"RNF148","grey"
"AUH","turquoise"
"SMIM22","blue"
"FAM46A","orangered4"
"CCT5","black"
"FAM96B","green"
"MRPL9","salmon"
"ZNF212","cyan"
"EWSR1","grey"
"C14orf144","yellow"
"PZP","blue"
"AQP7","turquoise"
"RNF5","lightpink4"
"TRIM16L","turquoise"
"PPIL3","yellow"
"ZBTB7A","darkred"
"HCAR3","yellow"
"IL18RAP","pink"
"RFX8","darkorange2"
"ZNF81","darkgrey"
"DDX1","turquoise"
"SAP30L","grey"
"UBC","cyan"
"RP11-433C9.2","darkorange2"
"JARID2","green"
"TNFRSF6B","blue"
"XKR8","black"
"LRCH4","brown"
"S100A4","lightcyan"
"SNX33","grey60"
"C17orf75","turquoise"
"RP11-126K1.2","red"
"CCL3","darkorange"
"DOCK10","purple"
"ZNF598","brown"
"EFCAB7","lightyellow"
"SLC16A11","brown"
"TALDO1","plum1"
"SNX3","lightyellow"
"AQP2","skyblue3"
"PLA1A","grey"
"CLVS1","cyan"
"POTEE","darkred"
"MAP7D1","greenyellow"
"ATP5H","salmon"
"CHD7","turquoise"
"FAM73A","turquoise"
"CD44","salmon"
"RP11-1055B8.7","purple"
"ATP5O","lightyellow"
"STC2","salmon4"
"RCHY1","turquoise"
"TMEM169","darkslateblue"
"ERO1LB","palevioletred3"
"CLASP2","orangered4"
"HEATR6","red"
"TCAP","turquoise"
"OGDHL","darkred"
"CASK","greenyellow"
"C7orf34","darkorange"
"IQCF1","grey"
"AKR1D1","greenyellow"
"ACSS1","turquoise"
"HIST1H2AI","purple"
"SLC38A11","pink"
"VPS25","yellow"
"TMEM194A","lightgreen"
"PSTPIP2","orangered4"
"AGPAT1","yellow"
"INHBB","turquoise"
"BBS2","mediumpurple3"
"WSCD1","lightcyan"
"CLDN22","red"
"NHLRC1","turquoise"
"SPIRE2","orange"
"PARVA","royalblue"
"MMS22L","lightgreen"
"ZNF92","grey"
"ETHE1","red"
"DAPP1","blue"
"MSTO1","blue"
"CATSPER3","yellow"
"STPG1","black"
"SOBP","skyblue"
"RXRG","turquoise"
"CYP27A1","black"
"LENEP","grey"
"TIMM10","black"
"IL27RA","yellow"
"ABT1","green"
"STEAP4","blue"
"RPS17","grey"
"ATF7IP","yellow"
"TH","brown"
"ZNF652","yellow"
"OR51S1","maroon"
"JMJD6","darkolivegreen"
"RRP7A","salmon"
"C9orf16","red"
"GPR137C","lightgreen"
"TMPRSS5","purple"
"ATG16L2","white"
"C10orf62","grey"
"REEP1","plum2"
"ARHGAP32","lightyellow"
"ERCC3","turquoise"
"TAF8","tan"
"RPGR","brown"
"ANXA3","red"
"LRRC46","blue"
"TCL1A","maroon"
"MAGEA11","greenyellow"
"LDLRAD2","saddlebrown"
"SETDB1","blue"
"SAE1","brown"
"C12orf50","grey"
"DACH1","yellowgreen"
"OR2L13","grey"
"PLCG2","skyblue3"
"PHLDB1","grey60"
"TUBB4B","grey"
"CD27","red"
"DSCR4","yellow"
"HSD11B2","darkgreen"
"HIST3H2BB","purple"
"WBP1","black"
"ZNF582","black"
"PIGV","red"
"UBXN6","turquoise"
"TBR1","turquoise"
"NPB","bisque4"
"BOK","green"
"SPG21","black"
"SLC45A2","turquoise"
"OR1B1","grey"
"OPA3","greenyellow"
"CLEC4D","grey"
"RAB17","royalblue"
"DLGAP3","turquoise"
"ITIH1","grey"
"TRAPPC1","darkturquoise"
"ZNF276","turquoise"
"PTPN4","lightyellow"
"NAT8L","magenta"
"GPX5","grey"
"STOML3","tan"
"ZNF578","cyan"
"RTN2","saddlebrown"
"NOSTRIN","turquoise"
"KCMF1","brown"
"FKSG63","grey"
"FCHO1","grey60"
"RBM47","white"
"C9orf92","magenta"
"WAC","turquoise"
"ASTN2","lightyellow"
"E2F1","lightgreen"
"ZNF546","magenta"
"NOP16","brown"
"PDGFA","purple"
"DHRS9","brown"
"HDAC11","red"
"AC110781.3","grey"
"UBAP1","tan"
"RALGAPA2","turquoise"
"COX19","brown"
"RP11-17M16.1","pink"
"PHF3","red"
"TSPAN1","midnightblue"
"C18orf63","pink"
"LITAF","lightyellow"
"C9orf114","yellow"
"TIGD5","pink"
"HLF","pink"
"PENK","darkorange2"
"MYO3B","turquoise"
"POP7","turquoise"
"RANBP10","plum1"
"ELOVL6","red"
"THEM4","green"
"CTDSP1","salmon"
"UCK1","brown"
"METTL9","lightyellow"
"EIF4E3","lightyellow"
"POLG","tan"
"CLDN9","brown"
"BAG5","black"
"DGKZ","red"
"CDKN2D","green"
"PAX1","pink"
"TAS2R8","navajowhite2"
"EDA2R","blue"
"ITCH","plum2"
"SUN1","red"
"ZNF160","yellow"
"NAALAD2","yellow"
"CELF6","yellow"
"ACRV1","grey"
"NDUFS4","turquoise"
"ESYT3","turquoise"
"IL17C","grey"
"ZC3H7A","tan"
"THTPA","royalblue"
"LRP10","red"
"TTYH1","midnightblue"
"GMIP","steelblue"
"HIST1H2AB","floralwhite"
"BARX1","red"
"PRX","magenta"
"PDLIM1","skyblue"
"SLC13A4","mediumpurple3"
"LILRA6","grey"
"SMAD7","turquoise"
"NKTR","brown4"
"ZNF708","brown"
"SEMA5A","tan"
"CNPY2","grey"
"KCTD2","salmon4"
"ESPN","turquoise"
"TMEM261","green"
"CUEDC1","turquoise"
"CCDC69","cyan"
"PITX3","midnightblue"
"RPS5","grey"
"CKLF","grey"
"FOXI2","navajowhite2"
"TSHR","grey"
"NADK","darkolivegreen"
"PCDHGA1","darkturquoise"
"EDA","saddlebrown"
"LMLN","black"
"TMEM233","tan"
"ELP5","turquoise"
"CUZD1","blue"
"PNPLA7","brown"
"CECR2","cyan"
"SPAG17","violet"
"HSPA9","brown"
"AKAP8L","yellow"
"NFAM1","turquoise"
"AC006547.14","ivory"
"FGF1","magenta"
"GALNT10","white"
"SLC48A1","darkgreen"
"CTRB1","grey"
"TJP2","turquoise"
"RP11-389E17.1","midnightblue"
"ADAMTS4","grey"
"LRP3","green"
"DPM1","black"
"ARPC1A","cyan"
"GBP3","blue"
"SKA2","red"
"POLR2K","salmon"
"GOLGA1","darkturquoise"
"GJB3","red"
"VWA7","saddlebrown"
"GZMH","darkorange"
"ARG1","grey"
"AC005003.1","purple"
"AS3MT","cyan"
"DCAF15","yellow"
"AC096677.1","midnightblue"
"CAPRIN2","blue"
"ARFIP1","blue"
"TNKS1BP1","floralwhite"
"HIST1H2BI","brown"
"IGF2BP3","blue"
"PRDM5","cyan"
"FBXO11","magenta"
"KIR3DL2","grey"
"TMTC2","salmon"
"WDR37","darkred"
"CD300LB","darkorange"
"RBM26","green"
"SEC14L5","blue"
"BEAN1","midnightblue"
"NDUFB11","darkgrey"
"LCMT1","bisque4"
"TMEM243","darkgreen"
"ZNF471","turquoise"
"ASIC1","turquoise"
"CDC42BPB","red"
"LYPD8","maroon"
"TMEM223","salmon4"
"TAF6","lightyellow"
"WISP2","grey"
"RP11-295P9.3","green"
"ACE","turquoise"
"SLC17A2","grey"
"AMPD3","turquoise"
"RCOR1","turquoise"
"SPC24","lightcyan"
"ZNF524","turquoise"
"ORC5","turquoise"
"CHMP1A","turquoise"
"SPESP1","blue"
"C6ORF50","grey"
"COPS4","grey60"
"INHBC","grey"
"R3HDML","turquoise"
"HLA-DQB2","grey"
"RHEBL1","greenyellow"
"SPATA5L1","lightyellow"
"SNCG","grey60"
"ZNF596","darkgreen"
"OSBPL11","purple"
"FLJ20306","purple"
"ST8SIA2","tan"
"HERC3","brown"
"RCN1","black"
"C12orf79","turquoise"
"UGT3A2","turquoise"
"PRIMA1","greenyellow"
"KRT20","pink"
"NRTN","sienna3"
"YPEL4","greenyellow"
"OXCT1","turquoise"
"SLC24A1","grey"
"UQCRH","turquoise"
"SNUPN","cyan"
"KCNQ3","saddlebrown"
"PHF10","paleturquoise"
"ZDHHC9","grey60"
"ASGR1","tan"
"BTC","magenta"
"NUMA1","grey"
"CARD9","yellow"
"ARAF","darkgrey"
"C10orf25","skyblue3"
"TCEB2","lightcyan"
"ANLN","lightgreen"
"IRGM","tan"
"ZDBF2","darkred"
"MOBP","turquoise"
"PCYT1B","yellow"
"SMOC2","blue"
"NEXN","purple"
"ISL1","steelblue"
"ESR1","skyblue3"
"SUSD1","turquoise"
"EGR1","brown"
"PRND","magenta"
"PEX2","salmon4"
"IMPG2","royalblue"
"CACNG7","tan"
"CCDC144A","pink"
"MAGED1","royalblue"
"IL5RA","tan"
"GRIA2","brown"
"KIAA2022","green"
"FCRLB","purple"
"ITGB3BP","lightgreen"
"SYK","turquoise"
"TNFSF12","tan"
"KIAA0895","greenyellow"
"PNCK","green"
"RIPK4","midnightblue"
"UACA","orange"
"TMEM126B","black"
"RP11-1220K2.2","pink"
"P2RX5","ivory"
"ABCB4","royalblue"
"CCL26","grey"
"KCNMA1","green"
"DGKH","brown"
"ZFP69","green"
"ZNF669","darkturquoise"
"GPR128","yellow"
"POPDC3","purple"
"AC008443.1","grey"
"SIGMAR1","magenta"
"FGF17","black"
"IBTK","red"
"USP15","green"
"LRIG3","orange"
"ECT2L","grey"
"TMEM119","grey"
"CD3D","darkorange"
"LIN28B","cyan"
"MT-ATP6","grey"
"MCTP1","green"
"GATA6","darkslateblue"
"AP1M1","lightcyan"
"PEBP1","turquoise"
"SMAP1","blue"
"CAMK2N1","purple"
"BCO2","pink"
"PAX3","yellow"
"TVP23B","sienna3"
"C2CD4D","brown"
"OXLD1","turquoise"
"NACC2","skyblue"
"HMGN1","turquoise"
"ESM1","magenta"
"BMP4","greenyellow"
"NLRP9","grey"
"IL2RB","grey"
"FNIP1","orangered4"
"ATP12A","tan"
"LRG1","red"
"SCRT2","grey"
"KRT27","grey"
"PMFBP1","cyan"
"FER","cyan"
"DCUN1D2","pink"
"SLC23A1","turquoise"
"KLHDC7A","turquoise"
"PSPH","turquoise"
"IFNAR2","red"
"CAPN9","lightyellow"
"SLC22A16","plum1"
"ABHD5","darkred"
"PLA2G4D","greenyellow"
"SPRR2A","blue"
"LACC1","blue"
"CDK5RAP1","plum2"
"C15orf59","midnightblue"
"NCKIPSD","turquoise"
"GPR108","darkolivegreen"
"NFKBIL1","darkgreen"
"MAPK12","darkturquoise"
"PPP6R1","saddlebrown"
"PDZK1IP1","green"
"FCGRT","saddlebrown"
"FKBP1B","brown"
"ANKRD16","bisque4"
"ZBTB7C","royalblue"
"KCNJ12","turquoise"
"SLC5A9","saddlebrown"
"RAB35","black"
"CKB","turquoise"
"C4orf32","lightcyan1"
"MORN2","grey"
"TLR5","blue"
"PDCD6IP","darkred"
"DBX2","magenta"
"F2RL2","lightcyan"
"PNRC1","yellow"
"HOXA10","lightcyan"
"NXPH4","purple"
"KCNJ11","lightcyan1"
"ZXDB","pink"
"SP5","turquoise"
"SKOR1","grey"
"LPIN2","skyblue"
"LY6G5B","darkgrey"
"LUC7L","lightyellow"
"ZFP42","maroon"
"TMEM114","navajowhite2"
"TRPV5","magenta"
"ORAI3","salmon"
"RP11-297N6.4","green"
"ARHGAP15","magenta"
"GADD45B","plum1"
"HIST1H4D","grey"
"AC131097.4","grey"
"ZNF526","darkturquoise"
"ARRB2","yellow"
"LURAP1L","yellow"
"DYNLT1","blue"
"TEKT1","blue"
"MS4A6E","pink"
"EXO5","paleturquoise"
"SERPINE3","blue"
"GKN2","brown"
"HHIPL2","lightcyan1"
"BCAP31","darkred"
"B3GALT4","turquoise"
"CD82","turquoise"
"HMGCLL1","magenta"
"PAQR3","lightcyan1"
"PNMT","yellow"
"REPS1","black"
"OSM","grey"
"XRCC5","salmon"
"ART3","lavenderblush3"
"MFGE8","lightyellow"
"GSDMC","yellow"
"SLC25A43","darkslateblue"
"SPAG11B","yellow"
"OS9","turquoise"
"CXCR3","darkorange"
"EHMT1","grey"
"TDRD5","blue"
"YBX3","darkturquoise"
"GPR27","purple"
"LAMC1","darkgrey"
"GAPDHS","green"
"MRPL30","grey"
"CCDC34","purple"
"SNX7","green"
"SLC13A5","turquoise"
"GTPBP1","grey"
"ZNF131","turquoise"
"OIP5","lightgreen"
"TXNDC16","turquoise"
"IFFO2","brown"
"ITPKA","cyan"
"CCNE2","salmon"
"HABP2","turquoise"
"PAICS","turquoise"
"EDN1","greenyellow"
"IPMK","magenta"
"TEX13B","yellow"
"MR1","lightgreen"
"FAT3","purple"
"CYP3A4","pink"
"CAMK1D","purple"
"MTUS1","green"
"CARF","red"
"NAT14","bisque4"
"HOXB3","red"
"COG2","mediumpurple3"
"SETD9","red"
"ISPD","magenta"
"RPP14","darkolivegreen"
"CGREF1","pink"
"HSD17B8","lightcyan"
"ZNF148","cyan"
"PDE1B","saddlebrown"
"HSPA13","plum2"
"FGD6","darkgreen"
"FAM114A1","brown"
"TRIO","green"
"ZNF415","brown"
"MTMR10","yellow"
"F11","grey"
"NTRK3","grey"
"STK3","darkgreen"
"PLA2G2A","brown"
"C15orf32","tan"
"CAPN10","royalblue"
"XIAP","skyblue3"
"FKBP4","salmon"
"LIPT1","grey"
"C12orf23","lightyellow"
"MXD1","turquoise"
"IL5","grey"
"C16orf62","lightyellow"
"AC004017.1","grey"
"RP11-166B2.1","green"
"S100A1","green"
"CEP19","saddlebrown"
"RP11-347C12.3","blue"
"TDRD6","plum1"
"DDX20","brown4"
"ZNF20","brown"
"AC090616.2","darkgreen"
"SGPP2","red"
"HMX1","midnightblue"
"CYP3A7","pink"
"GMPR","orangered4"
"BDKRB1","yellow"
"DLG5","brown"
"CAMLG","green"
"FHOD3","turquoise"
"C2CD4C","cyan"
"TBC1D3H","grey"
"TAS2R31","greenyellow"
"PITPNM1","violet"
"AP006621.5","yellow"
"ODF3","brown"
"TDRP","midnightblue"
"SLC35C1","turquoise"
"SCNM1","green"
"FAM217B","turquoise"
"PCDHA2","blue"
"ADCY10","pink"
"ZNF418","midnightblue"
"CAV2","blue"
"NOG","greenyellow"
"PRDM7","yellow"
"SCO1","turquoise"
"CPQ","turquoise"
"SBNO1","turquoise"
"NFKBIE","brown"
"TSPAN13","green"
"IL1RAPL1","yellow"
"NINL","green"
"BBS9","floralwhite"
"C1QTNF1","greenyellow"
"MIER3","green"
"MECP2","darkred"
"MCF2L2","brown"
"WTIP","steelblue"
"DPH7","pink"
"LRRC8D","greenyellow"
